"year","month","day","dep_time","dep_delay","arr_time","carrier","airline","arr_delay","tailnum","flight","origin","dest","air_time","distance","hour","minute","temp","wind","precip","visib"
2013,1,23,1855,0,2104,"MQ","Envoy Air",4,"N505MQ",4649,"LGA","MSP",159,1020,18,55,15.4925,13.1380716666667,0,10
2013,1,23,1918,-2,2213,"DL","Delta Air Lines Inc.",-33,"N3733Z",83,"JFK","FLL",152,1069,19,18,15.4925,13.1380716666667,0,10
2013,1,23,2039,4,122,"UA","United Air Lines Inc.",-4,"N77530",1071,"EWR","BQN",202,1585,20,39,15.4925,13.1380716666667,0,10
2013,1,23,2040,0,2332,"B6","JetBlue Airways",-13,"N334JB",629,"JFK","HOU",203,1428,20,40,15.4925,13.1380716666667,0,10
2013,1,23,2150,25,2245,"UA","United Air Lines Inc.",12,"N534UA",910,"EWR","BOS",37,200,21,50,15.4925,13.1380716666667,0,10
2013,1,24,535,-5,820,"AA","American Airlines Inc.",-30,"N639AA",1141,"JFK","MIA",143,1089,5,35,17.675,12.2749866666667,0,10
2013,1,24,548,-12,650,"B6","JetBlue Airways",-19,"N298JB",380,"EWR","BOS",38,200,5,48,17.675,12.2749866666667,0,10
2013,1,24,557,-3,752,"DL","Delta Air Lines Inc.",-7,"N355NB",731,"LGA","DTW",88,502,5,57,17.675,12.2749866666667,0,10
2013,1,24,613,-2,837,"DL","Delta Air Lines Inc.",-5,"N347NB",575,"EWR","ATL",112,746,6,13,17.675,12.2749866666667,0,10
2013,1,24,621,21,712,"US","US Airways Inc.",9,"N702UW",2114,"LGA","BOS",32,184,6,21,17.675,12.2749866666667,0,10
2013,1,24,655,-10,927,"MQ","Envoy Air",-13,"N723MQ",4534,"LGA","XNA",189,1147,6,55,17.675,12.2749866666667,0,10
2013,1,24,712,-3,1022,"AA","American Airlines Inc.",-23,"N5DYAA",443,"JFK","MIA",149,1089,7,12,17.675,12.2749866666667,0,10
2013,1,24,716,1,1008,"AA","American Airlines Inc.",-27,"N3ECAA",825,"JFK","FLL",148,1069,7,16,17.675,12.2749866666667,0,10
2013,1,24,749,-6,1107,"AA","American Airlines Inc.",-3,"N3GUAA",2267,"LGA","MIA",154,1096,7,49,17.675,12.2749866666667,0,10
2013,1,24,816,19,921,"B6","JetBlue Airways",11,"N712JB",44,"JFK","SYR",46,209,8,16,17.675,12.2749866666667,0,10
2013,1,24,854,-9,1156,"UA","United Air Lines Inc.",10,"N573UA",565,"EWR","LAS",311,2227,8,54,17.675,12.2749866666667,0,10
2013,1,24,907,2,1228,"DL","Delta Air Lines Inc.",2,"N332NB",2379,"LGA","FLL",155,1076,9,7,17.675,12.2749866666667,0,10
2013,1,24,942,-3,1122,"AA","American Airlines Inc.",-8,"N596AA",319,"LGA","ORD",121,733,9,42,17.675,12.2749866666667,0,10
2013,1,24,1022,-10,1215,"EV","ExpressJet Airlines Inc.",-25,"N14105",4269,"EWR","CHS",92,628,10,22,17.675,12.2749866666667,0,10
2013,1,24,1251,-9,1410,"US","US Airways Inc.",4,"N947UW",2128,"LGA","BOS",41,184,12,51,17.675,12.2749866666667,0,10
2013,1,24,1258,-1,1439,"UA","United Air Lines Inc.",3,"N33103",1249,"EWR","ORD",126,719,12,58,17.675,12.2749866666667,0,10
2013,1,24,1427,-2,1816,"UA","United Air Lines Inc.",22,"N510UA",257,"JFK","SFO",387,2586,14,27,17.675,12.2749866666667,0,10
2013,1,24,1451,-5,1621,"9E","Endeavor Air Inc.",-3,"N8698A",4357,"JFK","ORF",52,290,14,51,17.675,12.2749866666667,0,10
2013,1,24,1503,21,1722,"EV","ExpressJet Airlines Inc.",24,"N34110",4181,"EWR","MCI",178,1092,15,3,17.675,12.2749866666667,0,10
2013,1,24,1607,7,1919,"AA","American Airlines Inc.",4,"N3DRAA",565,"JFK","DFW",205,1391,16,7,17.675,12.2749866666667,0,10
2013,1,24,1757,-3,2015,"US","US Airways Inc.",9,"N547UW",373,"JFK","CLT",89,541,17,57,17.675,12.2749866666667,0,10
2013,1,24,1816,-4,2151,"AA","American Airlines Inc.",1,"N3FDAA",119,"EWR","LAX",359,2454,18,16,17.675,12.2749866666667,0,10
2013,1,24,1820,0,2132,"B6","JetBlue Airways",17,"N534JB",711,"JFK","LAS",332,2248,18,20,17.675,12.2749866666667,0,10
2013,1,24,1953,-7,2234,"9E","Endeavor Air Inc.",10,"N601LR",3439,"JFK","CVG",100,589,19,53,17.675,12.2749866666667,0,10
2013,1,24,1959,-1,2132,"DL","Delta Air Lines Inc.",-11,"N345NB",402,"JFK","BOS",40,187,19,59,17.675,12.2749866666667,0,10
2013,1,24,2056,-2,2211,"B6","JetBlue Airways",4,"N789JB",1020,"JFK","BOS",47,187,20,56,17.675,12.2749866666667,0,10
2013,1,24,2112,12,2252,"MQ","Envoy Air",17,"N719MQ",4507,"LGA","RDU",75,431,21,12,17.675,12.2749866666667,0,10
2013,1,24,2135,5,15,"B6","JetBlue Airways",-10,"N639JB",383,"LGA","FLL",135,1076,21,35,17.675,12.2749866666667,0,10
2013,1,24,2229,79,50,"B6","JetBlue Airways",55,"N510JB",529,"EWR","MCO",119,937,22,29,17.675,12.2749866666667,0,10
2013,1,24,NA,NA,NA,"UA","United Air Lines Inc.",NA,"",1702,"EWR","ORD",NA,719,NA,NA,17.675,12.2749866666667,0,10
2013,1,25,655,-5,807,"US","US Airways Inc.",0,"N956UW",2116,"LGA","BOS",37,184,6,55,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,659,-1,1014,"B6","JetBlue Airways",17,"N523JB",203,"JFK","LAS",337,2248,6,59,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,703,-2,959,"WN","Southwest Airlines Co.",-16,"N469WN",3483,"EWR","HOU",218,1411,7,3,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,739,9,1010,"DL","Delta Air Lines Inc.",6,"N361NB",807,"EWR","ATL",128,746,7,39,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,757,2,933,"WN","Southwest Airlines Co.",3,"N7702A",3935,"LGA","MDW",138,725,7,57,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,843,-2,1348,"AA","American Airlines Inc.",-2,"N5EYAA",1357,"JFK","SJU",197,1598,8,43,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,851,-4,1106,"EV","ExpressJet Airlines Inc.",4,"N676CA",4913,"EWR","DTW",98,488,8,51,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,854,-6,1203,"UA","United Air Lines Inc.",-13,"N17730",1405,"LGA","IAH",223,1416,8,54,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,920,0,1341,"AA","American Airlines Inc.",NA,"N4WMAA",721,"LGA","DFW",NA,1389,9,20,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,938,-5,1208,"EV","ExpressJet Airlines Inc.",-12,"N14573",4140,"EWR","ATL",128,746,9,38,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,958,-2,1156,"US","US Airways Inc.",-13,"N745VJ",1277,"LGA","CLT",91,544,9,58,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1017,-3,1340,"AA","American Airlines Inc.",10,"N3FNAA",731,"LGA","DFW",242,1389,10,17,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1105,-10,1239,"EV","ExpressJet Airlines Inc.",-18,"N615QX",5273,"LGA","PIT",65,335,11,5,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1137,-8,1304,"FL","AirTran Airways Corporation",-17,"N921AT",353,"LGA","CAK",71,397,11,37,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1156,-4,1428,"DL","Delta Air Lines Inc.",-10,"N6714Q",1947,"LGA","ATL",124,762,11,56,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1254,-6,1511,"9E","Endeavor Air Inc.",5,"N8674A",3762,"EWR","CVG",117,569,12,54,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1254,-5,1428,"UA","United Air Lines Inc.",-8,"N14121",1249,"EWR","ORD",121,719,12,54,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1322,-8,1549,"DL","Delta Air Lines Inc.",-16,"N3763D",2043,"JFK","ATL",124,760,13,22,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1402,12,1610,"MQ","Envoy Air",25,"N511MQ",4577,"LGA","CLT",110,544,14,2,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1418,-7,1604,"EV","ExpressJet Airlines Inc.",-26,"N744EV",5164,"EWR","MSP",151,1008,14,18,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1440,-4,1744,"UA","United Air Lines Inc.",-18,"N413UA",595,"EWR","AUS",224,1504,14,40,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1458,61,1557,"EV","ExpressJet Airlines Inc.",50,"N13958",4434,"EWR","MHT",38,209,14,58,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1530,15,1706,"MQ","Envoy Air",6,"N672MQ",4333,"JFK","PIT",69,340,15,30,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1552,-8,1652,"US","US Airways Inc.",-20,"N947UW",2134,"LGA","BOS",38,184,15,52,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1624,5,1808,"EV","ExpressJet Airlines Inc.",42,"N16149",4299,"EWR","DCA",44,199,16,24,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1658,-2,2048,"DL","Delta Air Lines Inc.",12,"N705TW",127,"JFK","LAX",358,2475,16,58,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1729,-1,1904,"WN","Southwest Airlines Co.",9,"N290WN",216,"EWR","MDW",118,711,17,29,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1747,2,2120,"AA","American Airlines Inc.",25,"N3GBAA",785,"LGA","DFW",217,1389,17,47,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1833,-7,2024,"MQ","Envoy Air",4,"N0EGMQ",3730,"EWR","ORD",113,719,18,33,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1842,12,2225,"UA","United Air Lines Inc.",23,"N525UA",272,"JFK","SFO",355,2586,18,42,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1855,-5,2035,"US","US Airways Inc.",20,"N757UW",2187,"LGA","DCA",41,214,18,55,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,1930,-5,2254,"AA","American Airlines Inc.",14,"N3FNAA",791,"LGA","DFW",219,1389,19,30,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,2021,151,2159,"B6","JetBlue Airways",171,"N258JB",1307,"JFK","IAD",50,228,20,21,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,2245,98,126,"EV","ExpressJet Airlines Inc.",124,"N13975",3819,"EWR","SDF",121,642,22,45,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,NA,NA,NA,"EV","ExpressJet Airlines Inc.",NA,"N13133",4628,"EWR","STL",NA,872,NA,NA,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,NA,NA,NA,"EV","ExpressJet Airlines Inc.",NA,"N13958",4572,"EWR","GSP",NA,594,NA,NA,17.8475,10.3090708333333,0.01,8.9375
2013,1,25,NA,NA,NA,"US","US Airways Inc.",NA,"",2189,"LGA","DCA",NA,214,NA,NA,17.8475,10.3090708333333,0.01,8.9375
2013,1,26,710,0,1009,"WN","Southwest Airlines Co.",-26,"N406WN",3658,"EWR","HOU",211,1411,7,10,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,749,-11,1040,"B6","JetBlue Airways",-14,"N599JB",517,"EWR","MCO",132,937,7,49,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,811,4,1013,"B6","JetBlue Airways",3,"N258JB",219,"JFK","CLT",96,541,8,11,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,852,-3,1137,"9E","Endeavor Air Inc.",35,"N601LR",3353,"JFK","DTW",90,509,8,52,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,856,1,1205,"B6","JetBlue Airways",-12,"N249JB",1061,"JFK","AUS",228,1521,8,56,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,901,21,1221,"UA","United Air Lines Inc.",29,"N75436",1506,"EWR","SAN",346,2425,9,1,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,929,0,1112,"UA","United Air Lines Inc.",-6,"N421UA",515,"EWR","CLE",80,404,9,29,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,940,40,1157,"DL","Delta Air Lines Inc.",22,"N302DQ",485,"EWR","ATL",112,746,9,40,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,949,-10,1105,"MQ","Envoy Air",-24,"N3AEMQ",4670,"LGA","BNA",116,764,9,49,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,958,-2,1154,"US","US Airways Inc.",-15,"N737US",1277,"LGA","CLT",95,544,9,58,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1136,-4,1443,"DL","Delta Air Lines Inc.",-7,"N355NB",930,"LGA","FLL",156,1076,11,36,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1148,-4,1403,"EV","ExpressJet Airlines Inc.",-21,"N14179",4679,"EWR","JAX",120,820,11,48,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1207,7,1355,"US","US Airways Inc.",-5,"N723UW",1443,"JFK","CLT",87,541,12,7,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1250,-10,1356,"US","US Airways Inc.",-12,"N959UW",2175,"LGA","DCA",44,214,12,50,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1338,-7,1653,"AA","American Airlines Inc.",-12,"N319AA",117,"JFK","LAX",347,2475,13,38,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1418,33,1710,"AA","American Airlines Inc.",5,"N3GLAA",1073,"LGA","MIA",156,1096,14,18,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1457,-3,1650,"US","US Airways Inc.",-3,"N744P",720,"EWR","CLT",80,529,14,57,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1504,-6,1644,"MQ","Envoy Air",-11,"N722MQ",4447,"LGA","RDU",72,431,15,4,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1655,-5,1938,"B6","JetBlue Airways",-28,"N569JB",509,"EWR","FLL",148,1065,16,55,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,1912,-3,2151,"B6","JetBlue Airways",-21,"N615JB",155,"JFK","MCO",134,944,19,12,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,2023,-7,2147,"FL","AirTran Airways Corporation",-19,"N961AT",354,"LGA","CAK",70,397,20,23,20.1125,9.68573166666667,0.01,9.21875
2013,1,26,NA,NA,NA,"WN","Southwest Airlines Co.",NA,"N7704B",1681,"EWR","MDW",NA,711,NA,NA,20.1125,9.68573166666667,0.01,9.21875
2013,1,27,727,-8,1013,"B6","JetBlue Airways",-34,"N659JB",341,"JFK","SRQ",146,1041,7,27,25.4225,10.1172741666667,1.16,10
2013,1,27,739,-8,1133,"B6","JetBlue Airways",7,"N638JB",643,"JFK","SFO",383,2586,7,39,25.4225,10.1172741666667,1.16,10
2013,1,27,753,-7,1022,"B6","JetBlue Airways",-32,"N640JB",517,"EWR","MCO",131,937,7,53,25.4225,10.1172741666667,1.16,10
2013,1,27,759,-1,1027,"WN","Southwest Airlines Co.",-3,"N244WN",692,"LGA","DEN",237,1620,7,59,25.4225,10.1172741666667,1.16,10
2013,1,27,803,-6,946,"EV","ExpressJet Airlines Inc.",-27,"N11547",4479,"EWR","MYR",80,550,8,3,25.4225,10.1172741666667,1.16,10
2013,1,27,814,4,1249,"AA","American Airlines Inc.",-26,"N5EYAA",655,"JFK","STT",197,1623,8,14,25.4225,10.1172741666667,1.16,10
2013,1,27,915,-5,1057,"MQ","Envoy Air",-28,"N521MQ",4582,"LGA","CLT",84,544,9,15,25.4225,10.1172741666667,1.16,10
2013,1,27,930,15,1215,"B6","JetBlue Airways",-10,"N583JB",25,"JFK","FLL",150,1069,9,30,25.4225,10.1172741666667,1.16,10
2013,1,27,1311,-4,1451,"US","US Airways Inc.",-13,"N192UW",1895,"EWR","CLT",77,529,13,11,25.4225,10.1172741666667,1.16,10
2013,1,27,1439,-4,1741,"UA","United Air Lines Inc.",-20,"N455UA",595,"EWR","AUS",216,1504,14,39,25.4225,10.1172741666667,1.16,10
2013,1,27,1525,-5,1855,"AA","American Airlines Inc.",-15,"N390AA",85,"JFK","SFO",368,2586,15,25,25.4225,10.1172741666667,1.16,10
2013,1,27,1547,-3,1930,"DL","Delta Air Lines Inc.",5,"N694DL",1773,"JFK","SLC",307,1990,15,47,25.4225,10.1172741666667,1.16,10
2013,1,27,1552,-3,1745,"B6","JetBlue Airways",-1,"N179JB",1053,"JFK","PIT",79,340,15,52,25.4225,10.1172741666667,1.16,10
2013,1,27,1600,54,1905,"UA","United Air Lines Inc.",46,"N17128",1600,"EWR","LAX",342,2454,16,0,25.4225,10.1172741666667,1.16,10
2013,1,27,1616,-9,1744,"EV","ExpressJet Airlines Inc.",-18,"N14568",4702,"EWR","GSO",71,445,16,16,25.4225,10.1172741666667,1.16,10
2013,1,27,1721,-4,2044,"UA","United Air Lines Inc.",-6,"N557UA",512,"JFK","SFO",361,2586,17,21,25.4225,10.1172741666667,1.16,10
2013,1,27,1829,14,1948,"UA","United Air Lines Inc.",9,"N76516",1703,"EWR","BOS",43,200,18,29,25.4225,10.1172741666667,1.16,10
2013,1,27,1855,-5,2036,"9E","Endeavor Air Inc.",-21,"N908XJ",3368,"JFK","PIT",73,340,18,55,25.4225,10.1172741666667,1.16,10
2013,1,27,1928,-8,2156,"EV","ExpressJet Airlines Inc.",-12,"N11176",4333,"EWR","TUL",191,1215,19,28,25.4225,10.1172741666667,1.16,10
2013,1,27,2050,-10,2217,"MQ","Envoy Air",-18,"N736MQ",4507,"LGA","RDU",64,431,20,50,25.4225,10.1172741666667,1.16,10
2013,1,27,2104,64,2234,"EV","ExpressJet Airlines Inc.",49,"N16178",3272,"LGA","CLE",69,419,21,4,25.4225,10.1172741666667,1.16,10
2013,1,27,NA,NA,NA,"UA","United Air Lines Inc.",NA,"",326,"EWR","ORD",NA,719,NA,NA,25.4225,10.1172741666667,1.16,10
2013,1,28,604,-4,739,"UA","United Air Lines Inc.",-16,"N469UA",963,"EWR","CLE",71,404,6,4,30.5675,3.97978083333333,0,6.6875
2013,1,28,632,-3,1000,"UA","United Air Lines Inc.",-2,"N818UA",421,"EWR","SFO",362,2565,6,32,30.5675,3.97978083333333,0,6.6875
2013,1,28,634,-5,936,"UA","United Air Lines Inc.",-21,"N809UA",910,"EWR","AUS",224,1504,6,34,30.5675,3.97978083333333,0,6.6875
2013,1,28,808,-9,1055,"DL","Delta Air Lines Inc.",-32,"N353NW",1109,"LGA","TPA",147,1010,8,8,30.5675,3.97978083333333,0,6.6875
2013,1,28,822,-6,1047,"B6","JetBlue Airways",-18,"N329JB",611,"JFK","JAX",119,828,8,22,30.5675,3.97978083333333,0,6.6875
2013,1,28,824,-5,1008,"EV","ExpressJet Airlines Inc.",-4,"N14570",3815,"EWR","GSO",72,445,8,24,30.5675,3.97978083333333,0,6.6875
2013,1,28,852,-8,1008,"US","US Airways Inc.",-14,"N745VJ",2167,"LGA","DCA",53,214,8,52,30.5675,3.97978083333333,0,6.6875
2013,1,28,854,-6,1209,"DL","Delta Air Lines Inc.",-18,"N713TW",120,"JFK","LAX",352,2475,8,54,30.5675,3.97978083333333,0,6.6875
2013,1,28,900,-5,1125,"MQ","Envoy Air",10,"N739MQ",4478,"LGA","DTW",109,502,9,0,30.5675,3.97978083333333,0,6.6875
2013,1,28,1006,-9,1204,"US","US Airways Inc.",-12,"N741UW",1427,"JFK","CLT",83,541,10,6,30.5675,3.97978083333333,0,6.6875
2013,1,28,1013,58,1320,"B6","JetBlue Airways",55,"N766JB",25,"JFK","FLL",156,1069,10,13,30.5675,3.97978083333333,0,6.6875
2013,1,28,1250,35,1417,"EV","ExpressJet Airlines Inc.",49,"N15980",4087,"EWR","PWM",50,284,12,50,30.5675,3.97978083333333,0,6.6875
2013,1,28,1253,3,1528,"WN","Southwest Airlines Co.",8,"N734SA",390,"LGA","DEN",251,1620,12,53,30.5675,3.97978083333333,0,6.6875
2013,1,28,1304,4,1448,"UA","United Air Lines Inc.",11,"N33103",1249,"EWR","ORD",119,719,13,4,30.5675,3.97978083333333,0,6.6875
2013,1,28,1307,8,1417,"UA","United Air Lines Inc.",9,"N840UA",561,"EWR","BOS",44,200,13,7,30.5675,3.97978083333333,0,6.6875
2013,1,28,1431,41,1616,"EV","ExpressJet Airlines Inc.",58,"N14972",4171,"EWR","MSN",138,799,14,31,30.5675,3.97978083333333,0,6.6875
2013,1,28,1435,0,1718,"DL","Delta Air Lines Inc.",-24,"N302NB",1902,"LGA","PBI",148,1035,14,35,30.5675,3.97978083333333,0,6.6875
2013,1,28,1511,9,1625,"EV","ExpressJet Airlines Inc.",10,"N12957",4571,"EWR","PWM",52,284,15,11,30.5675,3.97978083333333,0,6.6875
2013,1,28,1512,2,1758,"MQ","Envoy Air",13,"N611MQ",4309,"JFK","IND",110,665,15,12,30.5675,3.97978083333333,0,6.6875
2013,1,28,1553,98,1806,"DL","Delta Air Lines Inc.",88,"N365NB",935,"EWR","ATL",113,746,15,53,30.5675,3.97978083333333,0,6.6875
2013,1,28,1601,1,1833,"DL","Delta Air Lines Inc.",-7,"N687DL",847,"LGA","ATL",114,762,16,1,30.5675,3.97978083333333,0,6.6875
2013,1,28,1642,12,1807,"EV","ExpressJet Airlines Inc.",0,"N11176",4702,"EWR","GSO",67,445,16,42,30.5675,3.97978083333333,0,6.6875
2013,1,28,1810,95,2108,"WN","Southwest Airlines Co.",83,"N231WN",891,"EWR","HOU",208,1411,18,10,30.5675,3.97978083333333,0,6.6875
2013,1,28,1830,0,2005,"MQ","Envoy Air",-10,"N9EAMQ",4674,"LGA","CLE",72,419,18,30,30.5675,3.97978083333333,0,6.6875
2013,1,28,1837,-3,1955,"MQ","Envoy Air",-25,"N513MQ",3730,"EWR","ORD",117,719,18,37,30.5675,3.97978083333333,0,6.6875
2013,1,28,1925,115,2058,"US","US Airways Inc.",95,"N677AW",449,"EWR","CLT",77,529,19,25,30.5675,3.97978083333333,0,6.6875
2013,1,28,1941,55,2117,"B6","JetBlue Airways",58,"N192JB",130,"JFK","BUF",63,301,19,41,30.5675,3.97978083333333,0,6.6875
2013,1,28,1942,32,2250,"B6","JetBlue Airways",19,"N613JB",87,"JFK","SLC",290,1990,19,42,30.5675,3.97978083333333,0,6.6875
2013,1,28,1956,21,2205,"9E","Endeavor Air Inc.",20,"N8938A",3899,"JFK","CLE",77,425,19,56,30.5675,3.97978083333333,0,6.6875
2013,1,28,2036,56,2315,"B6","JetBlue Airways",26,"N635JB",381,"LGA","FLL",136,1076,20,36,30.5675,3.97978083333333,0,6.6875
2013,1,28,2149,-10,2245,"DL","Delta Air Lines Inc.",-31,"N369NW",2155,"LGA","PWM",42,269,21,49,30.5675,3.97978083333333,0,6.6875
2013,1,28,NA,NA,NA,"EV","ExpressJet Airlines Inc.",NA,"N16911",4373,"EWR","DCA",NA,199,NA,NA,30.5675,3.97978083333333,0,6.6875
2013,1,28,NA,NA,NA,"MQ","Envoy Air",NA,"N527MQ",4579,"LGA","CLT",NA,544,NA,NA,30.5675,3.97978083333333,0,6.6875
2013,1,29,549,-11,806,"MQ","Envoy Air",-19,"N517MQ",4650,"LGA","ATL",117,762,5,49,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,553,-7,646,"US","US Airways Inc.",-13,"N762US",2161,"LGA","DCA",39,214,5,53,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,555,-5,707,"EV","ExpressJet Airlines Inc.",-9,"N12145",4201,"EWR","IAD",43,212,5,55,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,630,-5,943,"AA","American Airlines Inc.",3,"N3CHAA",711,"LGA","DFW",225,1389,6,30,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,752,0,1035,"UA","United Air Lines Inc.",-27,"N73299",1665,"EWR","IAH",203,1400,7,52,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,816,11,1058,"B6","JetBlue Airways",-15,"N589JB",17,"JFK","FLL",142,1069,8,16,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,827,-3,957,"WN","Southwest Airlines Co.",7,"N467WN",369,"EWR","MDW",129,711,8,27,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,848,-7,1105,"EV","ExpressJet Airlines Inc.",4,"N11184",4500,"EWR","DTW",97,488,8,48,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1053,-7,1151,"US","US Airways Inc.",-18,"N958UW",2124,"LGA","BOS",36,184,10,53,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1102,-3,1232,"WN","Southwest Airlines Co.",-13,"N764SW",542,"LGA","MDW",129,725,11,2,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1201,1,1348,"US","US Airways Inc.",-12,"N740UW",1443,"JFK","CLT",86,541,12,1,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1206,-4,1302,"WN","Southwest Airlines Co.",-8,"N716SW",477,"EWR","BWI",42,169,12,6,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1306,-2,1534,"FL","AirTran Airways Corporation",-8,"N906AT",348,"LGA","ATL",117,762,13,6,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1309,-1,1406,"UA","United Air Lines Inc.",-13,"N429UA",244,"EWR","BOS",38,200,13,9,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1505,-4,1732,"EV","ExpressJet Airlines Inc.",-9,"N13992",3817,"EWR","JAX",120,820,15,5,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1534,-1,1737,"EV","ExpressJet Airlines Inc.",-6,"N13956",4352,"EWR","CVG",100,569,15,34,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1544,-1,1856,"AA","American Airlines Inc.",-14,"N327AA",133,"JFK","LAX",346,2475,15,44,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1605,-5,1907,"DL","Delta Air Lines Inc.",-10,"N3773D",91,"JFK","LAS",327,2248,16,5,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1708,-2,1807,"EV","ExpressJet Airlines Inc.",-13,"N15910",4316,"EWR","BWI",37,169,17,8,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1732,64,1836,"EV","ExpressJet Airlines Inc.",61,"N13908",4588,"EWR","MHT",41,209,17,32,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1808,-7,1945,"9E","Endeavor Air Inc.",-13,"N8477R",4019,"JFK","RIC",58,288,18,8,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1852,-3,2120,"DL","Delta Air Lines Inc.",-22,"N171DN",951,"JFK","ATL",122,760,18,52,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,1936,-4,2220,"AA","American Airlines Inc.",-20,"N3GEAA",1787,"JFK","TPA",148,1005,19,36,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,29,2054,-6,15,"DL","Delta Air Lines Inc.",-16,"N710TW",2363,"JFK","LAX",345,2475,20,54,41.24,5.37030666666667,0.04,6.08333333333333
2013,1,30,703,3,818,"UA","United Air Lines Inc.",3,"N14230",1142,"EWR","BOS",48,200,7,3,47.6375,4.69901833333333,0.02,3.85916666666667
2013,1,30,712,12,959,"B6","JetBlue Airways",2,"N746JB",203,"JFK","LAS",309,2248,7,12,47.6375,4.69901833333333,0.02,3.85916666666667
